2,188.35,26.9702,49382,
2,193.75,27.3832,23958,
2,193.27,26.7192,67884,
2,192.54,28.4363,73086,
2,176.68,25.1223,61089,
2,199.63,26.8969,58832,
2,177.69,26.0558,69121,
2,218,28.7295,63296,
2,182.48,26.4763,67184,
2,169.13,24.2234,60817,
2,207.52,28.3745,67171,
2,215.99,28.8406,73647,
2,191.65,27.7749,61124,
2,196.16,28.5539,75474,
2,191.96,27.5417,52236,
2,166.27,24.923,63938,
2,177.47,26.242,60770,
2,180.44,25.4339,71346,
2,202.34,26.9517,65160,
2,174.03,26.5098,62377,
2,207.02,27.6665,22574,
2,174.79,25.9573,29880,
2,175.98,26.4144,58706,
2,186.18,25.8963,62306,
2,170.8,25.1236,60623,
2,187.65,27.349,69126,
2,182.38,25.642,59029,
2,212.16,27.4296,83304,
2,179.44,27.5556,60663,
2,180.37,26.4516,59707,
2,177.05,26.0076,75992,
2,205.96,27.0482,83566,
2,173.59,25.6722,36924,
2,153.71,25.9739,57095,
2,194.58,27.3799,62715,
2,206.89,27.7544,73111,
2,182.16,26.4946,64382,
2,186.98,25.9642,69740,
2,195.15,27.6775,63686,
2,168.33,26.6104,65014,
2,200.55,27.3992,24162,
2,203.4,27.2604,69337,
2,177.82,26.5056,60571,
2,213.69,28.9814,66041,
2,167.1,25.9949,72732,
2,182.57,26.7275,60973,
2,192.03,26.1461,21992,
2,210.41,28.7575,74077,
2,228.55,28.8765,64894,
2,188.23,26.6476,63379,
2,198.1,29.114,64493,
2,177.92,27.6526,66650,
2,173.52,24.9876,70855,
2,194.79,26.0214,23202,
2,206.34,27.6265,70343,
2,188.83,26.2158,61963,
2,191.09,26.7112,69607,
2,199.94,26.1248,63507,
2,205.81,29.3371,64522,
2,170.69,26.3962,64528,
2,215.38,28.2583,67673,
2,206.6,27.6478,64014,
2,197.12,26.0118,67596,
2,166.74,26.4986,75539,
2,186.97,26.258,52936,
2,196.35,28.8331,59825,
2,213.77,27.3835,68520,
2,176.43,26.2116,67496,
2,171.87,25.2559,60214,
2,188.99,26.1026,62567,
2,180.97,25.9881,69168,
2,174.6,25.2935,59923,
2,196.89,27.9041,72395,
2,196.49,26.8351,22575,
2,177.34,24.709,77239,
2,193.7,27.9125,59864,
2,193.65,27.8996,64755,
2,179.11,25.6104,62908,
2,210.62,28.1803,66648,
2,164.86,24.9148,59697,
2,180.89,27.6078,67087,
2,202.44,27.0685,66895,
2,171.42,24.8731,70024,
2,193.48,26.1098,54594,
2,196.26,26.6216,67965,
2,199.8,27.4337,63317,
2,199.28,28.1606,64008,
2,181.99,26.7928,64578,
2,198.18,27.5747,66096,
2,233.88,30.5427,67978,
2,169.08,24.5416,62909,
2,201.9,27.4823,79480,
2,214.62,27.9547,53203,
2,186.72,25.638,65509,
2,180.89,25.6314,60550,
2,180.23,26.6906,62528,
2,193.02,27.0284,74616,
2,196.9,27.866,64996,
