2,21.8,3.01556,210,
2,26.3,4.14274,1986,
2,25.6,3.56944,217,
2,20.2,3.215,874,
2,16.1,3.11921,142,
2,20.5,2.9569,367,
2,25.5,3.68333,604,
2,15.2,2.9819,163,
2,11,2.23413,270,
2,14.5,3.165,419,
2,31.4,3.775,596,
2,23.5,3.12452,629,
2,24.7,4.69548,540,
2,16.4,2.74028,472,
2,19.6,3.05056,597,
2,22.1,4.00389,320,
2,20.1,2.81813,173,
2,22.2,3.22333,586,
2,30.1,3.66885,688,
2,29.2,3.74004,743,
2,18.4,2.93214,603,
2,13.3,2.1956,435,
2,26.3,3.52913,707,
2,19,3.81667,542,
2,22,3.96849,644,
2,28.9,4.05996,384,
2,16.7,3.46833,292,
2,35.8,4.15028,280,
2,20.4,3.22333,3591,
2,13,2.30167,2212,
2,24.5,3.16508,229,
2,17.9,2.84575,151,
2,32.1,3.74278,404,
2,19,3.20333,171,
2,16.6,3.26,1435,
2,22.1,3.17056,1754,
2,17.5,3.13115,146,
2,19.4,3.28821,1709,
2,25.4,3.64524,5503,
2,17.3,2.86802,202,
2,19.5,3.66472,200,
2,14.9,2.52333,415,
2,25.2,3.75893,581,
2,17.4,3.01206,140,
2,24.4,3.8006,584,
2,17.6,3.93579,525,
2,17.5,3.76389,570,
2,20.7,2.92786,203,
2,17.7,2.93683,1547,
2,19.1,3.80873,151,
2,24.3,3.8573,312,
2,20.2,2.95833,322,
2,14,3.15655,230,
2,22.7,3.56278,373,
2,19.1,3.36841,2898,
2,16.6,2.85667,244,
2,20.3,2.91667,281,
2,15.4,2.91222,277,
2,22.2,3.42266,372,
2,18.7,3.10429,278,
2,29.2,3.72222,8948,
2,10.1,2.05917,246,
2,26,3.31433,395,
2,18.7,3.25167,372,
2,11.4,2.77361,142,
2,18.1,2.83333,220,
2,13.5,2.40786,218,
2,10.7,2.07036,151,
2,15.3,2.93222,138,
2,14.7,3.1675,1433,
2,22.2,3.10873,3673,
2,20.8,3.36111,5737,
2,18.4,3.22321,274,
2,20.3,2.93222,1660,
2,11.9,2.23968,153,
2,29.5,4.35083,231,
2,26.7,3.46861,219,
2,17.3,2.78778,172,
2,18.6,3.17024,176,
2,28.1,3.47774,280,
2,23.7,3.17841,215,
2,16.6,3.14262,173,
2,13.8,3.35397,156,
2,23.6,3.20873,216,
2,19.3,3.2475,188,
2,17.2,2.58,672,
2,21.4,3.44845,493,
2,14.6,2.52694,135,
2,24.4,3.37008,508,
2,14.8,2.65167,373,
2,20.5,3.44901,499,
2,27.6,3.52607,241,
2,26.5,3.94286,203,
2,21.8,3.45952,2300,
2,15.2,2.51679,276,
2,15.3,2.84762,1631,
