5,25.7,4.42278,1734,
5,27.3,4.57964,1909,
5,28.7,4.54278,226,
5,20.8,3.44667,254,
5,17.4,3.875,308,
5,22.4,3.54357,320,
5,26.1,3.86472,395,
5,16,3.34536,284,
5,13.3,3.70913,2074,
5,15.6,3.73833,301,
5,32.3,4.07607,2241,
5,25.1,3.76429,396,
5,24.9,4.79048,1398,
5,18.2,3.79028,297,
5,23.6,4.88778,1168,
5,23.5,4.67056,392,
5,21.2,3.26119,332,
5,24.9,4.05571,339,
5,32,4.44603,1249,
5,30.7,4.34651,350,
5,20.1,4.09881,1299,
5,16.7,4.43,364,
5,27.3,3.85524,191,
5,19.9,4.74028,2738,
5,24.3,5.59353,544,
5,29.8,4.31369,3215,
5,18.2,4.82667,2469,
5,37.4,4.53881,246,
5,21.8,3.8669,208,
5,15,3.84667,162,
5,26.9,4.20516,625,
5,18.6,3.24833,190,
5,33.9,4.26242,1592,
5,19.5,3.40222,938,
5,17.8,4.30583,459,
5,23.5,3.78333,515,
5,18.6,3.82639,188,
5,21,4.03607,190,
5,27.4,4.46667,280,
5,19.4,3.7881,190,
5,20.3,4.145,188,
5,15.7,3.02611,184,
5,26.3,4.15845,292,
5,18.3,3.7773,350,
5,25.4,4.2875,405,
5,18.1,4.28079,560,
5,18.5,4.73611,484,
5,22.6,4.10417,520,
5,20.4,4.39714,1766,
5,19.3,3.98968,212,
5,24.8,4.0573,355,
5,21.4,3.68333,337,
5,15.1,4.11071,235,
5,24.1,4.17972,405,
5,19.5,3.58587,404,
5,18,3.82083,683,
5,23.4,4.71925,553,
5,19.2,4.61722,340,
5,24.1,4.22659,472,
5,22.6,4.50786,371,
5,31,4.29167,590,
5,12.4,3.72667,282,
5,27.6,3.78813,363,
5,19.3,3.54333,316,
5,11.6,2.83194,220,
5,18.4,3.145,4702,
5,15.4,3.79214,194,
5,11.7,2.8,313,
5,18.6,4.99,365,
5,15.8,3.9025,343,
5,25.1,4.0946,472,
5,21.3,3.53444,162,
5,19,3.80655,259,
5,22.2,3.56548,1155,
5,14.7,4.12667,2039,
5,30.8,4.72202,256,
5,26.9,3.52694,3243,
5,20.8,4.61278,2110,
5,19.8,3.97024,197,
5,29.6,3.87218,409,
5,24.6,3.65091,442,
5,16.9,3.27095,218,
5,14.1,3.60397,354,
5,26.9,4.55452,746,
5,19.8,3.5625,467,
5,18.1,3.11,409,
5,23.4,4.3025,511,
5,15.5,3.01222,136,
5,26.7,4.30024,346,
5,16.9,3.50667,415,
5,21.2,3.71567,484,
5,29.3,4.03373,401,
5,27.1,4.20714,225,
5,23.7,4.0421,1962,
5,18.1,4.33167,168,
5,16.6,3.73095,183,
